"","Ranking","Player","Rating","Year","Month"
"7739",9,"José Capablanca",2693,1940,7
"7740",10,"Gideon Ståhlberg",2678,1940,7
"7741",1,"Mikhail Botvinnik",2768,1940,6
"7742",2,"Reuben Fine",2753,1940,6
"7743",3,"Samuel Reshevsky",2750,1940,6
"7744",4,"Alexander Alekhine",2742,1940,6
"7745",5,"Paul Keres",2738,1940,6
"7746",6,"Salo Flohr",2715,1940,6
"7747",7,"Max Euwe",2713,1940,6
"7748",8,"Erich Eliskases",2703,1940,6
"7749",9,"José Capablanca",2696,1940,6
"7750",10,"Gideon Ståhlberg",2678,1940,6
"7751",1,"Mikhail Botvinnik",2769,1940,5
"7752",2,"Reuben Fine",2758,1940,5
"7753",3,"Samuel Reshevsky",2747,1940,5
"7754",4,"Alexander Alekhine",2743,1940,5
"7755",5,"Paul Keres",2737,1940,5
"7756",6,"Salo Flohr",2715,1940,5
"7757",7,"Max Euwe",2711,1940,5
"7758",8,"Erich Eliskases",2703,1940,5
"7759",9,"José Capablanca",2699,1940,5
"7760",10,"Gideon Ståhlberg",2677,1940,5
"7761",1,"Mikhail Botvinnik",2769,1940,4
"7762",2,"Reuben Fine",2759,1940,4
"7763",3,"Samuel Reshevsky",2746,1940,4
"7764",4,"Alexander Alekhine",2744,1940,4
"7765",5,"Paul Keres",2737,1940,4
"7766",6,"Max Euwe",2717,1940,4
"7767",7,"Salo Flohr",2716,1940,4
"7768",8,"Erich Eliskases",2701,1940,4
"7769",9,"José Capablanca",2701,1940,4
"7770",10,"Gideon Ståhlberg",2676,1940,4
"7771",1,"Mikhail Botvinnik",2768,1940,3
"7772",2,"Reuben Fine",2759,1940,3
"7773",3,"Alexander Alekhine",2746,1940,3
"7774",4,"Samuel Reshevsky",2745,1940,3
"7775",5,"Paul Keres",2736,1940,3
"7776",6,"Max Euwe",2717,1940,3
"7777",7,"Salo Flohr",2716,1940,3
"7778",8,"José Capablanca",2704,1940,3
"7779",9,"Erich Eliskases",2701,1940,3
"7780",10,"Vasja Pirc",2675,1940,3
"7781",1,"Mikhail Botvinnik",2768,1940,2
"7782",2,"Reuben Fine",2759,1940,2
"7783",3,"Alexander Alekhine",2746,1940,2
"7784",4,"Samuel Reshevsky",2744,1940,2
"7785",5,"Paul Keres",2736,1940,2
"7786",6,"Max Euwe",2716,1940,2
"7787",7,"Salo Flohr",2716,1940,2
"7788",8,"José Capablanca",2705,1940,2
"7789",9,"Erich Eliskases",2700,1940,2
"7790",10,"Vasja Pirc",2676,1940,2
"7791",1,"Mikhail Botvinnik",2768,1940,1
"7792",2,"Reuben Fine",2760,1940,1
"7793",3,"Alexander Alekhine",2747,1940,1
"7794",4,"Samuel Reshevsky",2743,1940,1
"7795",5,"Paul Keres",2735,1940,1
"7796",6,"Salo Flohr",2717,1940,1
"7797",7,"Max Euwe",2716,1940,1
"7798",8,"José Capablanca",2707,1940,1
"7799",9,"Erich Eliskases",2699,1940,1
"7800",10,"Vasja Pirc",2677,1940,1
"7801",1,"Mikhail Botvinnik",2770,1939,12
"7802",2,"Reuben Fine",2759,1939,12
"7803",3,"Alexander Alekhine",2749,1939,12
"7804",4,"Samuel Reshevsky",2743,1939,12
"7805",5,"Paul Keres",2733,1939,12
"7806",6,"Salo Flohr",2717,1939,12
"7807",7,"Max Euwe",2716,1939,12
"7808",8,"José Capablanca",2709,1939,12
"7809",9,"Erich Eliskases",2700,1939,12
"7810",10,"Vasja Pirc",2677,1939,12
"7811",1,"Mikhail Botvinnik",2772,1939,11
"7812",2,"Reuben Fine",2759,1939,11
"7813",3,"Alexander Alekhine",2748,1939,11
"7814",4,"Samuel Reshevsky",2743,1939,11
"7815",5,"Paul Keres",2731,1939,11
"7816",6,"Salo Flohr",2716,1939,11
"7817",7,"Max Euwe",2715,1939,11
"7818",8,"José Capablanca",2710,1939,11
"7819",9,"Erich Eliskases",2698,1939,11
"7820",10,"Vasja Pirc",2678,1939,11
"7821",1,"Mikhail Botvinnik",2773,1939,10
"7822",2,"Reuben Fine",2760,1939,10
"7823",3,"Alexander Alekhine",2747,1939,10
"7824",4,"Samuel Reshevsky",2744,1939,10
"7825",5,"Paul Keres",2731,1939,10
"7826",6,"Max Euwe",2715,1939,10
"7827",7,"Salo Flohr",2714,1939,10
"7828",8,"José Capablanca",2712,1939,10
"7829",9,"Erich Eliskases",2697,1939,10
"7830",10,"Vasja Pirc",2679,1939,10
"7831",1,"Mikhail Botvinnik",2777,1939,9
"7832",2,"Reuben Fine",2758,1939,9
"7833",3,"Alexander Alekhine",2753,1939,9
"7834",4,"Samuel Reshevsky",2744,1939,9
"7835",5,"Paul Keres",2730,1939,9
"7836",6,"Max Euwe",2717,1939,9
"7837",7,"Salo Flohr",2715,1939,9
"7838",8,"José Capablanca",2706,1939,9
"7839",9,"Erich Eliskases",2693,1939,9
"7840",10,"Vasja Pirc",2680,1939,9
"7841",1,"Mikhail Botvinnik",2777,1939,8
"7842",2,"Reuben Fine",2755,1939,8
"7843",3,"Alexander Alekhine",2750,1939,8
"7844",4,"Samuel Reshevsky",2744,1939,8
"7845",5,"Paul Keres",2722,1939,8
"7846",6,"Salo Flohr",2719,1939,8
"7847",7,"Max Euwe",2713,1939,8
"7848",8,"José Capablanca",2707,1939,8
"7849",9,"Erich Eliskases",2695,1939,8
"7850",10,"Vasja Pirc",2675,1939,8
"7851",1,"Mikhail Botvinnik",2779,1939,7
"7852",2,"Reuben Fine",2755,1939,7
"7853",3,"Alexander Alekhine",2751,1939,7
"7854",4,"Samuel Reshevsky",2745,1939,7
"7855",5,"Paul Keres",2722,1939,7
"7856",6,"Salo Flohr",2719,1939,7
"7857",7,"Max Euwe",2713,1939,7
"7858",8,"José Capablanca",2709,1939,7
"7859",9,"Erich Eliskases",2686,1939,7
"7860",10,"Vasja Pirc",2674,1939,7
"7861",1,"Mikhail Botvinnik",2780,1939,6
"7862",2,"Reuben Fine",2756,1939,6
"7863",3,"Alexander Alekhine",2750,1939,6
"7864",4,"Samuel Reshevsky",2746,1939,6
"7865",5,"Paul Keres",2724,1939,6
"7866",6,"Salo Flohr",2720,1939,6
"7867",7,"Max Euwe",2713,1939,6
"7868",8,"José Capablanca",2711,1939,6
"7869",9,"Erich Eliskases",2686,1939,6
"7870",10,"Vasja Pirc",2675,1939,6
"7871",1,"Mikhail Botvinnik",2779,1939,5
"7872",2,"Reuben Fine",2753,1939,5
"7873",3,"Alexander Alekhine",2750,1939,5
"7874",4,"Samuel Reshevsky",2744,1939,5
"7875",5,"Paul Keres",2722,1939,5
"7876",6,"Max Euwe",2721,1939,5
"7877",7,"Salo Flohr",2719,1939,5
"7878",8,"José Capablanca",2711,1939,5
"7879",9,"Erich Eliskases",2684,1939,5
"7880",10,"Vasja Pirc",2674,1939,5
"7881",1,"Mikhail Botvinnik",2768,1939,4
"7882",2,"Reuben Fine",2753,1939,4
"7883",3,"Alexander Alekhine",2750,1939,4
"7884",4,"Samuel Reshevsky",2743,1939,4
"7885",5,"Max Euwe",2720,1939,4
"7886",6,"Salo Flohr",2719,1939,4
"7887",7,"Paul Keres",2716,1939,4
"7888",8,"José Capablanca",2715,1939,4
"7889",9,"Erich Eliskases",2685,1939,4
"7890",10,"Grigory Levenfish",2676,1939,4
"7891",1,"Mikhail Botvinnik",2769,1939,3
"7892",2,"Reuben Fine",2752,1939,3
"7893",3,"Alexander Alekhine",2749,1939,3
"7894",4,"Samuel Reshevsky",2743,1939,3
"7895",5,"Salo Flohr",2719,1939,3
"7896",6,"Max Euwe",2718,1939,3
"7897",7,"José Capablanca",2717,1939,3
"7898",8,"Paul Keres",2716,1939,3
"7899",9,"Erich Eliskases",2684,1939,3
"7900",10,"Grigory Levenfish",2677,1939,3
"7901",1,"Mikhail Botvinnik",2770,1939,2
"7902",2,"Reuben Fine",2752,1939,2
"7903",3,"Alexander Alekhine",2749,1939,2
"7904",4,"Samuel Reshevsky",2743,1939,2
"7905",5,"Salo Flohr",2720,1939,2
"7906",6,"José Capablanca",2718,1939,2
"7907",7,"Max Euwe",2717,1939,2
"7908",8,"Paul Keres",2715,1939,2
"7909",9,"Erich Eliskases",2683,1939,2
"7910",10,"Grigory Levenfish",2677,1939,2
"7911",1,"Mikhail Botvinnik",2766,1939,1
"7912",2,"Reuben Fine",2751,1939,1
"7913",3,"Alexander Alekhine",2750,1939,1
"7914",4,"Samuel Reshevsky",2748,1939,1
"7915",5,"Paul Keres",2732,1939,1
"7916",6,"José Capablanca",2719,1939,1
"7917",7,"Max Euwe",2718,1939,1
"7918",8,"Salo Flohr",2704,1939,1
"7919",9,"Erich Eliskases",2677,1939,1
"7920",10,"Vasja Pirc",2672,1939,1
"7921",1,"Mikhail Botvinnik",2768,1938,12
"7922",2,"Alexander Alekhine",2751,1938,12
"7923",3,"Reuben Fine",2751,1938,12
"7924",4,"Samuel Reshevsky",2748,1938,12
"7925",5,"Paul Keres",2732,1938,12
"7926",6,"José Capablanca",2722,1938,12
"7927",7,"Max Euwe",2720,1938,12
"7928",8,"Salo Flohr",2707,1938,12
"7929",9,"Erich Eliskases",2683,1938,12
"7930",10,"Vasja Pirc",2672,1938,12
"7931",1,"Mikhail Botvinnik",2763,1938,11
"7932",2,"Alexander Alekhine",2754,1938,11
"7933",3,"Samuel Reshevsky",2745,1938,11
"7934",4,"Reuben Fine",2737,1938,11
"7935",5,"José Capablanca",2732,1938,11
"7936",6,"Salo Flohr",2727,1938,11
"7937",7,"Paul Keres",2718,1938,11
"7938",8,"Max Euwe",2716,1938,11
"7939",9,"Erich Eliskases",2686,1938,11
"7940",10,"Vasja Pirc",2671,1938,11
"7941",1,"Alexander Alekhine",2754,1938,10
"7942",2,"Mikhail Botvinnik",2747,1938,10
"7943",3,"Samuel Reshevsky",2744,1938,10
"7944",4,"Reuben Fine",2736,1938,10
"7945",5,"José Capablanca",2732,1938,10
"7946",6,"Salo Flohr",2728,1938,10
"7947",7,"Paul Keres",2715,1938,10
"7948",8,"Max Euwe",2715,1938,10
"7949",9,"Erich Eliskases",2687,1938,10
"7950",10,"Vasja Pirc",2670,1938,10
"7951",1,"Alexander Alekhine",2758,1938,9
"7952",2,"Mikhail Botvinnik",2745,1938,9
"7953",3,"Samuel Reshevsky",2744,1938,9
"7954",4,"José Capablanca",2735,1938,9
"7955",5,"Reuben Fine",2734,1938,9
"7956",6,"Salo Flohr",2730,1938,9
"7957",7,"Max Euwe",2721,1938,9
"7958",8,"Paul Keres",2717,1938,9
"7959",9,"Erich Eliskases",2688,1938,9
"7960",10,"Vasja Pirc",2670,1938,9
"7961",1,"Alexander Alekhine",2759,1938,8
"7962",2,"Mikhail Botvinnik",2744,1938,8
"7963",3,"Samuel Reshevsky",2741,1938,8
"7964",4,"Reuben Fine",2737,1938,8
"7965",5,"José Capablanca",2736,1938,8
"7966",6,"Salo Flohr",2731,1938,8
"7967",7,"Max Euwe",2723,1938,8
"7968",8,"Paul Keres",2718,1938,8
"7969",9,"Erich Eliskases",2688,1938,8
"7970",10,"Vasja Pirc",2666,1938,8
"7971",1,"Alexander Alekhine",2759,1938,7
"7972",2,"Mikhail Botvinnik",2746,1938,7
"7973",3,"Samuel Reshevsky",2740,1938,7
"7974",4,"José Capablanca",2736,1938,7
"7975",5,"Reuben Fine",2735,1938,7
"7976",6,"Salo Flohr",2732,1938,7
"7977",7,"Max Euwe",2727,1938,7
"7978",8,"Paul Keres",2719,1938,7
"7979",9,"Erich Eliskases",2671,1938,7
"7980",10,"Grigory Levenfish",2661,1938,7
"7981",1,"Alexander Alekhine",2761,1938,6
"7982",2,"Mikhail Botvinnik",2744,1938,6
"7983",3,"Max Euwe",2741,1938,6
"7984",4,"Samuel Reshevsky",2739,1938,6
"7985",5,"José Capablanca",2736,1938,6
"7986",6,"Salo Flohr",2734,1938,6
"7987",7,"Reuben Fine",2733,1938,6
"7988",8,"Paul Keres",2713,1938,6
"7989",9,"Saviely Tartakower",2662,1938,6
"7990",10,"Grigory Levenfish",2660,1938,6
"7991",1,"Alexander Alekhine",2761,1938,5
"7992",2,"Mikhail Botvinnik",2742,1938,5
"7993",3,"Max Euwe",2742,1938,5
"7994",4,"José Capablanca",2737,1938,5
"7995",5,"Samuel Reshevsky",2737,1938,5
"7996",6,"Salo Flohr",2734,1938,5
"7997",7,"Reuben Fine",2733,1938,5
"7998",8,"Paul Keres",2714,1938,5
"7999",9,"Grigory Levenfish",2661,1938,5
"8000",10,"Saviely Tartakower",2660,1938,5
"8001",1,"Alexander Alekhine",2761,1938,4
"8002",2,"Max Euwe",2742,1938,4
"8003",3,"Mikhail Botvinnik",2742,1938,4
"8004",4,"José Capablanca",2737,1938,4
"8005",5,"Samuel Reshevsky",2736,1938,4
"8006",6,"Salo Flohr",2734,1938,4
"8007",7,"Reuben Fine",2731,1938,4
"8008",8,"Paul Keres",2714,1938,4
"8009",9,"Grigory Levenfish",2660,1938,4
"8010",10,"Emanuel Lasker",2659,1938,4
"8011",1,"Alexander Alekhine",2761,1938,3
"8012",2,"Max Euwe",2743,1938,3
"8013",3,"Mikhail Botvinnik",2741,1938,3
"8014",4,"José Capablanca",2737,1938,3
"8015",5,"Samuel Reshevsky",2735,1938,3
"8016",6,"Salo Flohr",2734,1938,3
"8017",7,"Reuben Fine",2729,1938,3
"8018",8,"Paul Keres",2718,1938,3
"8019",9,"Isaac Kashdan",2666,1938,3
"8020",10,"Emanuel Lasker",2661,1938,3
"8021",1,"Alexander Alekhine",2761,1938,2
"8022",2,"Max Euwe",2744,1938,2
"8023",3,"Mikhail Botvinnik",2741,1938,2
"8024",4,"José Capablanca",2737,1938,2
"8025",5,"Salo Flohr",2734,1938,2
"8026",6,"Samuel Reshevsky",2734,1938,2
"8027",7,"Reuben Fine",2727,1938,2
"8028",8,"Paul Keres",2718,1938,2
"8029",9,"Isaac Kashdan",2674,1938,2
"8030",10,"Emanuel Lasker",2662,1938,2
"8031",1,"Alexander Alekhine",2760,1938,1
"8032",2,"Max Euwe",2743,1938,1
"8033",3,"Mikhail Botvinnik",2741,1938,1
"8034",4,"José Capablanca",2740,1938,1
"8035",5,"Salo Flohr",2734,1938,1
"8036",6,"Samuel Reshevsky",2733,1938,1
"8037",7,"Reuben Fine",2725,1938,1
"8038",8,"Paul Keres",2717,1938,1
"8039",9,"Isaac Kashdan",2683,1938,1
"8040",10,"Emanuel Lasker",2663,1938,1
"8041",1,"Alexander Alekhine",2755,1937,12
"8042",2,"Max Euwe",2751,1937,12
"8043",3,"Mikhail Botvinnik",2744,1937,12
"8044",4,"José Capablanca",2742,1937,12
"8045",5,"Salo Flohr",2737,1937,12
"8046",6,"Reuben Fine",2726,1937,12
"8047",7,"Samuel Reshevsky",2725,1937,12
"8048",8,"Paul Keres",2713,1937,12
"8049",9,"Isaac Kashdan",2682,1937,12
"8050",10,"Emanuel Lasker",2665,1937,12
"8051",1,"Max Euwe",2752,1937,11
"8052",2,"Alexander Alekhine",2751,1937,11
"8053",3,"Mikhail Botvinnik",2745,1937,11
"8054",4,"José Capablanca",2742,1937,11
"8055",5,"Salo Flohr",2737,1937,11
"8056",6,"Samuel Reshevsky",2729,1937,11
"8057",7,"Reuben Fine",2722,1937,11
"8058",8,"Paul Keres",2711,1937,11
"8059",9,"Isaac Kashdan",2685,1937,11
"8060",10,"Emanuel Lasker",2666,1937,11
"8061",1,"Max Euwe",2764,1937,10
"8062",2,"Mikhail Botvinnik",2747,1937,10
"8063",3,"José Capablanca",2742,1937,10
"8064",4,"Alexander Alekhine",2740,1937,10
"8065",5,"Salo Flohr",2736,1937,10
"8066",6,"Samuel Reshevsky",2731,1937,10
"8067",7,"Reuben Fine",2722,1937,10
"8068",8,"Paul Keres",2715,1937,10
"8069",9,"Isaac Kashdan",2686,1937,10
"8070",10,"Emanuel Lasker",2667,1937,10
"8071",1,"Max Euwe",2765,1937,9
"8072",2,"Mikhail Botvinnik",2751,1937,9
"8073",3,"José Capablanca",2749,1937,9
"8074",4,"Salo Flohr",2743,1937,9
"8075",5,"Alexander Alekhine",2740,1937,9
"8076",6,"Samuel Reshevsky",2732,1937,9
"8077",7,"Reuben Fine",2716,1937,9
"8078",8,"Paul Keres",2701,1937,9
"8079",9,"Isaac Kashdan",2687,1937,9
"8080",10,"Emanuel Lasker",2670,1937,9
"8081",1,"Max Euwe",2764,1937,8
"8082",2,"José Capablanca",2749,1937,8
"8083",3,"Mikhail Botvinnik",2743,1937,8
"8084",4,"Salo Flohr",2742,1937,8
"8085",5,"Alexander Alekhine",2740,1937,8
"8086",6,"Samuel Reshevsky",2733,1937,8
"8087",7,"Reuben Fine",2716,1937,8
"8088",8,"Paul Keres",2698,1937,8
"8089",9,"Isaac Kashdan",2687,1937,8
"8090",10,"Emanuel Lasker",2670,1937,8
"8091",1,"José Capablanca",2753,1937,7
"8092",2,"Max Euwe",2750,1937,7
"8093",3,"Mikhail Botvinnik",2748,1937,7
"8094",4,"Samuel Reshevsky",2744,1937,7
"8095",5,"Salo Flohr",2742,1937,7
"8096",6,"Alexander Alekhine",2741,1937,7
"8097",7,"Reuben Fine",2715,1937,7
"8098",8,"Paul Keres",2712,1937,7
"8099",9,"Emanuel Lasker",2673,1937,7
"8100",10,"Grigory Levenfish",2650,1937,7
"8101",1,"José Capablanca",2753,1937,6
"8102",2,"Max Euwe",2752,1937,6
"8103",3,"Mikhail Botvinnik",2750,1937,6
"8104",4,"Alexander Alekhine",2742,1937,6
"8105",5,"Samuel Reshevsky",2740,1937,6
"8106",6,"Salo Flohr",2738,1937,6
"8107",7,"Reuben Fine",2733,1937,6
"8108",8,"Paul Keres",2708,1937,6
"8109",9,"Emanuel Lasker",2673,1937,6
"8110",10,"Grigory Levenfish",2649,1937,6
"8111",1,"José Capablanca",2756,1937,5
"8112",2,"Mikhail Botvinnik",2755,1937,5
"8113",3,"Max Euwe",2753,1937,5
"8114",4,"Samuel Reshevsky",2744,1937,5
"8115",5,"Alexander Alekhine",2744,1937,5
"8116",6,"Salo Flohr",2739,1937,5
"8117",7,"Reuben Fine",2733,1937,5
"8118",8,"Paul Keres",2686,1937,5
"8119",9,"Emanuel Lasker",2676,1937,5
"8120",10,"Isaac Kashdan",2651,1937,5
"8121",1,"Max Euwe",2754,1937,4
"8122",2,"José Capablanca",2752,1937,4
"8123",3,"Mikhail Botvinnik",2750,1937,4
"8124",4,"Alexander Alekhine",2750,1937,4
"8125",5,"Samuel Reshevsky",2744,1937,4
"8126",6,"Salo Flohr",2737,1937,4
"8127",7,"Reuben Fine",2722,1937,4
"8128",8,"Emanuel Lasker",2672,1937,4
"8129",9,"Paul Keres",2671,1937,4
"8130",10,"Andor Lilienthal",2666,1937,4
"8131",1,"Max Euwe",2753,1937,3
"8132",2,"Mikhail Botvinnik",2752,1937,3
"8133",3,"José Capablanca",2751,1937,3
"8134",4,"Alexander Alekhine",2750,1937,3
"8135",5,"Samuel Reshevsky",2745,1937,3
"8136",6,"Salo Flohr",2737,1937,3
"8137",7,"Reuben Fine",2720,1937,3
"8138",8,"Emanuel Lasker",2672,1937,3
"8139",9,"Paul Keres",2671,1937,3
"8140",10,"Andor Lilienthal",2666,1937,3
"8141",1,"Mikhail Botvinnik",2754,1937,2
"8142",2,"Max Euwe",2752,1937,2
"8143",3,"José Capablanca",2751,1937,2
"8144",4,"Alexander Alekhine",2750,1937,2
"8145",5,"Samuel Reshevsky",2747,1937,2
"8146",6,"Salo Flohr",2737,1937,2
"8147",7,"Reuben Fine",2720,1937,2
"8148",8,"Emanuel Lasker",2673,1937,2
"8149",9,"Paul Keres",2671,1937,2
"8150",10,"Andor Lilienthal",2667,1937,2
"8151",1,"Mikhail Botvinnik",2756,1937,1
"8152",2,"José Capablanca",2751,1937,1
"8153",3,"Max Euwe",2749,1937,1
"8154",4,"Alexander Alekhine",2748,1937,1
"8155",5,"Samuel Reshevsky",2748,1937,1
"8156",6,"Salo Flohr",2736,1937,1
"8157",7,"Reuben Fine",2718,1937,1
"8158",8,"Emanuel Lasker",2671,1937,1
"8159",9,"Paul Keres",2671,1937,1
"8160",10,"Andor Lilienthal",2664,1937,1
"8161",1,"Mikhail Botvinnik",2759,1936,12
"8162",2,"José Capablanca",2755,1936,12
"8163",3,"Samuel Reshevsky",2751,1936,12
"8164",4,"Max Euwe",2750,1936,12
"8165",5,"Alexander Alekhine",2740,1936,12
"8166",6,"Salo Flohr",2739,1936,12
"8167",7,"Reuben Fine",2704,1936,12
"8168",8,"Emanuel Lasker",2675,1936,12
"8169",9,"Paul Keres",2673,1936,12
"8170",10,"Andor Lilienthal",2668,1936,12
"8171",1,"Mikhail Botvinnik",2760,1936,11
"8172",2,"José Capablanca",2756,1936,11
"8173",3,"Samuel Reshevsky",2753,1936,11
"8174",4,"Max Euwe",2751,1936,11
"8175",5,"Alexander Alekhine",2740,1936,11
"8176",6,"Salo Flohr",2739,1936,11
"8177",7,"Reuben Fine",2702,1936,11
"8178",8,"Emanuel Lasker",2676,1936,11
"8179",9,"Paul Keres",2674,1936,11
"8180",10,"Andor Lilienthal",2669,1936,11
"8181",1,"Mikhail Botvinnik",2761,1936,10
"8182",2,"José Capablanca",2757,1936,10
"8183",3,"Max Euwe",2754,1936,10
"8184",4,"Samuel Reshevsky",2751,1936,10
"8185",5,"Alexander Alekhine",2742,1936,10
"8186",6,"Salo Flohr",2740,1936,10
"8187",7,"Reuben Fine",2711,1936,10
"8188",8,"Emanuel Lasker",2678,1936,10
"8189",9,"Paul Keres",2669,1936,10
"8190",10,"Andor Lilienthal",2669,1936,10
"8191",1,"Mikhail Botvinnik",2762,1936,9
"8192",2,"José Capablanca",2757,1936,9
"8193",3,"Max Euwe",2755,1936,9
"8194",4,"Samuel Reshevsky",2752,1936,9
"8195",5,"Alexander Alekhine",2741,1936,9
"8196",6,"Salo Flohr",2739,1936,9
"8197",7,"Reuben Fine",2709,1936,9
"8198",8,"Emanuel Lasker",2678,1936,9
"8199",9,"Andor Lilienthal",2669,1936,9
"8200",10,"Paul Keres",2669,1936,9
"8201",1,"Max Euwe",2753,1936,8
"8202",2,"Mikhail Botvinnik",2748,1936,8
"8203",3,"Alexander Alekhine",2745,1936,8
"8204",4,"Salo Flohr",2744,1936,8
"8205",5,"José Capablanca",2742,1936,8
"8206",6,"Samuel Reshevsky",2727,1936,8
"8207",7,"Reuben Fine",2693,1936,8
"8208",8,"Efim Bogoljubow",2682,1936,8
"8209",9,"Andor Lilienthal",2673,1936,8
"8210",10,"Paul Keres",2662,1936,8
"8211",1,"Max Euwe",2755,1936,7
"8212",2,"Mikhail Botvinnik",2749,1936,7
"8213",3,"Alexander Alekhine",2746,1936,7
"8214",4,"Salo Flohr",2743,1936,7
"8215",5,"José Capablanca",2742,1936,7
"8216",6,"Samuel Reshevsky",2728,1936,7
"8217",7,"Reuben Fine",2690,1936,7
"8218",8,"Efim Bogoljubow",2684,1936,7
"8219",9,"Andor Lilienthal",2674,1936,7
"8220",10,"Paul Keres",2662,1936,7
"8221",1,"Max Euwe",2757,1936,6
"8222",2,"Mikhail Botvinnik",2752,1936,6
"8223",3,"Alexander Alekhine",2748,1936,6
"8224",4,"Salo Flohr",2745,1936,6
"8225",5,"José Capablanca",2745,1936,6
"8226",6,"Samuel Reshevsky",2730,1936,6
"8227",7,"Reuben Fine",2688,1936,6
"8228",8,"Efim Bogoljubow",2688,1936,6
"8229",9,"Andor Lilienthal",2677,1936,6
"8230",10,"Paul Keres",2665,1936,6
"8231",1,"Max Euwe",2758,1936,5
"8232",2,"Salo Flohr",2751,1936,5
"8233",3,"Alexander Alekhine",2749,1936,5
"8234",4,"Samuel Reshevsky",2735,1936,5
"8235",5,"Mikhail Botvinnik",2719,1936,5
"8236",6,"Efim Bogoljubow",2690,1936,5
"8237",7,"José Capablanca",2689,1936,5
"8238",8,"Reuben Fine",2689,1936,5
"8239",9,"Emanuel Lasker",2677,1936,5
"8240",10,"Andor Lilienthal",2669,1936,5
"8241",1,"Max Euwe",2767,1936,4
"8242",2,"Alexander Alekhine",2758,1936,4
"8243",3,"Salo Flohr",2754,1936,4
"8244",4,"Mikhail Botvinnik",2714,1936,4
"8245",5,"Efim Bogoljubow",2702,1936,4
"8246",6,"Samuel Reshevsky",2689,1936,4
"8247",7,"Emanuel Lasker",2686,1936,4
"8248",8,"Reuben Fine",2685,1936,4
"8249",9,"José Capablanca",2679,1936,4
"8250",10,"Andor Lilienthal",2678,1936,4
"8251",1,"Max Euwe",2768,1936,3
"8252",2,"Alexander Alekhine",2758,1936,3
"8253",3,"Salo Flohr",2753,1936,3
"8254",4,"Mikhail Botvinnik",2714,1936,3
"8255",5,"Efim Bogoljubow",2703,1936,3
"8256",6,"Samuel Reshevsky",2692,1936,3
"8257",7,"Emanuel Lasker",2686,1936,3
"8258",8,"Reuben Fine",2680,1936,3
"8259",9,"José Capablanca",2680,1936,3
"8260",10,"Paul Keres",2677,1936,3
"8261",1,"Max Euwe",2769,1936,2
"8262",2,"Alexander Alekhine",2758,1936,2
"8263",3,"Salo Flohr",2751,1936,2
"8264",4,"Mikhail Botvinnik",2715,1936,2
"8265",5,"Efim Bogoljubow",2704,1936,2
"8266",6,"Samuel Reshevsky",2694,1936,2
"8267",7,"Emanuel Lasker",2687,1936,2
"8268",8,"José Capablanca",2680,1936,2
"8269",9,"Paul Keres",2677,1936,2
"8270",10,"Andor Lilienthal",2676,1936,2
"8271",1,"Max Euwe",2769,1936,1
"8272",2,"Alexander Alekhine",2758,1936,1
"8273",3,"Salo Flohr",2750,1936,1
"8274",4,"Mikhail Botvinnik",2716,1936,1
"8275",5,"Efim Bogoljubow",2705,1936,1
"8276",6,"Samuel Reshevsky",2696,1936,1
"8277",7,"Emanuel Lasker",2687,1936,1
"8278",8,"José Capablanca",2680,1936,1
"8279",9,"Paul Keres",2677,1936,1
"8280",10,"László Szabó",2676,1936,1
"8281",1,"Alexander Alekhine",2764,1935,12
"8282",2,"Max Euwe",2761,1935,12
"8283",3,"Salo Flohr",2753,1935,12
"8284",4,"Mikhail Botvinnik",2720,1935,12
"8285",5,"Efim Bogoljubow",2707,1935,12
"8286",6,"Samuel Reshevsky",2700,1935,12
"8287",7,"Emanuel Lasker",2691,1935,12
"8288",8,"José Capablanca",2683,1935,12
"8289",9,"László Szabó",2680,1935,12
"8290",10,"Paul Keres",2679,1935,12
"8291",1,"Alexander Alekhine",2769,1935,11
"8292",2,"Salo Flohr",2753,1935,11
"8293",3,"Max Euwe",2741,1935,11
"8294",4,"Mikhail Botvinnik",2721,1935,11
"8295",5,"Efim Bogoljubow",2708,1935,11
"8296",6,"Samuel Reshevsky",2702,1935,11
"8297",7,"Emanuel Lasker",2691,1935,11
"8298",8,"José Capablanca",2683,1935,11
"8299",9,"Andor Lilienthal",2680,1935,11
"8300",10,"Paul Keres",2680,1935,11
"8301",1,"Alexander Alekhine",2767,1935,10
"8302",2,"Salo Flohr",2752,1935,10
"8303",3,"Max Euwe",2724,1935,10
"8304",4,"Mikhail Botvinnik",2722,1935,10
"8305",5,"Efim Bogoljubow",2708,1935,10
"8306",6,"Samuel Reshevsky",2704,1935,10
"8307",7,"Emanuel Lasker",2691,1935,10
"8308",8,"Paul Keres",2687,1935,10
"8309",9,"José Capablanca",2683,1935,10
"8310",10,"Andor Lilienthal",2681,1935,10
"8311",1,"Alexander Alekhine",2769,1935,9
"8312",2,"Salo Flohr",2753,1935,9
"8313",3,"Max Euwe",2726,1935,9
"8314",4,"Mikhail Botvinnik",2725,1935,9
"8315",5,"Efim Bogoljubow",2708,1935,9
"8316",6,"Samuel Reshevsky",2706,1935,9
"8317",7,"Emanuel Lasker",2692,1935,9
"8318",8,"Paul Keres",2688,1935,9
"8319",9,"José Capablanca",2685,1935,9
"8320",10,"Andor Lilienthal",2682,1935,9
